infection_chance,infection_duration,initial_infections,neighbor_threshold,replication,run_id,peak_infected,time_to_peak,final_recovered,attack_rate,epidemic_duration
0.4,15,5,3,2,813,53,29,98,0.98,50
0.4,15,5,3,3,814,85,15,100,1.0,37
0.4,15,5,3,4,815,82,15,100,1.0,56
0.4,15,5,6,0,816,100,10,100,1.0,25
0.4,15,5,6,1,817,100,15,100,1.0,30
0.4,15,5,6,2,818,100,9,100,1.0,24
0.4,15,5,6,3,819,99,12,99,0.99,27
0.4,15,5,6,4,820,99,13,99,0.99,28
0.4,15,5,9,0,821,100,8,100,1.0,23
0.4,15,5,9,1,822,100,6,100,1.0,21
0.4,15,5,9,2,823,100,7,100,1.0,22
0.4,15,5,9,3,824,100,12,100,1.0,27
0.4,15,5,9,4,825,100,7,100,1.0,22
0.4,15,8,3,0,826,95,15,97,0.97,37
0.4,15,8,3,1,827,99,15,99,0.99,30
0.4,15,8,3,2,828,93,15,100,1.0,36
0.4,15,8,3,3,829,96,15,100,1.0,32
0.4,15,8,3,4,830,96,15,100,1.0,36
0.4,15,8,6,0,831,100,9,100,1.0,24
0.4,15,8,6,1,832,100,5,100,1.0,20
0.4,15,8,6,2,833,100,7,100,1.0,22
0.4,15,8,6,3,834,100,7,100,1.0,22
0.4,15,8,6,4,835,100,8,100,1.0,23
0.4,15,8,9,0,836,100,4,100,1.0,19
0.4,15,8,9,1,837,100,6,100,1.0,21
0.4,15,8,9,2,838,100,4,100,1.0,19
0.4,15,8,9,3,839,100,4,100,1.0,19
0.4,15,8,9,4,840,100,5,100,1.0,20
0.4,20,1,3,0,841,18,20,19,0.19,41
0.4,20,1,3,1,842,59,31,91,0.91,77
0.4,20,1,3,2,843,45,20,77,0.77,104
0.4,20,1,3,3,844,69,27,95,0.95,67
0.4,20,1,3,4,845,87,24,100,1.0,49
0.4,20,1,6,0,846,100,16,100,1.0,36
0.4,20,1,6,1,847,100,13,100,1.0,33
0.4,20,1,6,2,848,100,11,100,1.0,31
0.4,20,1,6,3,849,100,13,100,1.0,33
0.4,20,1,6,4,850,100,16,100,1.0,36
0.4,20,1,9,0,851,100,12,100,1.0,32
0.4,20,1,9,1,852,100,13,100,1.0,33
0.4,20,1,9,2,853,100,11,100,1.0,31
0.4,20,1,9,3,854,100,12,100,1.0,32
0.4,20,1,9,4,855,100,11,100,1.0,31
0.4,20,3,3,0,856,68,20,89,0.89,50
0.4,20,3,3,1,857,65,20,95,0.95,67
0.4,20,3,3,2,858,83,25,100,1.0,53
0.4,20,3,3,3,859,51,20,83,0.83,82
0.4,20,3,3,4,860,89,19,98,0.98,75
0.4,20,3,6,0,861,100,17,100,1.0,37
0.4,20,3,6,1,862,100,13,100,1.0,33
0.4,20,3,6,2,863,100,11,100,1.0,31
0.4,20,3,6,3,864,100,11,100,1.0,31
0.4,20,3,6,4,865,100,14,100,1.0,34
0.4,20,3,9,0,866,100,9,100,1.0,29
0.4,20,3,9,1,867,100,8,100,1.0,28
0.4,20,3,9,2,868,100,8,100,1.0,28
0.4,20,3,9,3,869,100,6,100,1.0,26
0.4,20,3,9,4,870,100,6,100,1.0,26
0.4,20,5,3,0,871,97,20,99,0.99,48
0.4,20,5,3,1,872,81,20,94,0.94,48
0.4,20,5,3,2,873,85,20,99,0.99,56
0.4,20,5,3,3,874,98,18,99,0.99,44
0.4,20,5,3,4,875,85,20,94,0.94,56
0.4,20,5,6,0,876,100,12,100,1.0,32
0.4,20,5,6,1,877,100,7,100,1.0,27
0.4,20,5,6,2,878,100,14,100,1.0,34
0.4,20,5,6,3,879,100,14,100,1.0,34
0.4,20,5,6,4,880,100,8,100,1.0,28
0.4,20,5,9,0,881,100,8,100,1.0,28
0.4,20,5,9,1,882,100,5,100,1.0,25
0.4,20,5,9,2,883,100,6,100,1.0,26
0.4,20,5,9,3,884,100,5,100,1.0,25
0.4,20,5,9,4,885,100,5,100,1.0,25
0.4,20,8,3,0,886,93,20,100,1.0,52
0.4,20,8,3,1,887,100,18,100,1.0,38
0.4,20,8,3,2,888,87,19,93,0.93,60
0.4,20,8,3,3,889,84,20,86,0.86,47
0.4,20,8,3,4,890,78,20,94,0.94,56
0.4,20,8,6,0,891,100,8,100,1.0,28
0.4,20,8,6,1,892,100,8,100,1.0,28
0.4,20,8,6,2,893,100,14,100,1.0,34
0.4,20,8,6,3,894,100,17,100,1.0,37
0.4,20,8,6,4,895,100,6,100,1.0,26
0.4,20,8,9,0,896,100,4,100,1.0,24
0.4,20,8,9,1,897,100,5,100,1.0,25
0.4,20,8,9,2,898,100,6,100,1.0,26
0.4,20,8,9,3,899,100,8,100,1.0,28
0.4,20,8,9,4,900,100,8,100,1.0,28
0.4,25,1,3,0,901,51,38,89,0.89,87
0.4,25,1,3,1,902,69,29,85,0.85,75
0.4,25,1,3,2,903,49,29,78,0.78,108
0.4,25,1,3,3,904,43,34,90,0.9,136
0.4,25,1,3,4,905,6,3,6,0.06,28
0.4,25,1,6,0,906,100,17,100,1.0,42
0.4,25,1,6,1,907,100,17,100,1.0,42
0.4,25,1,6,2,908,100,16,100,1.0,41
0.4,25,1,6,3,909,100,13,100,1.0,38
0.4,25,1,6,4,910,100,14,100,1.0,39
0.4,25,1,9,0,911,100,9,100,1.0,34
0.4,25,1,9,1,912,100,10,100,1.0,35
0.4,25,1,9,2,913,100,13,100,1.0,38
0.4,25,1,9,3,914,100,12,100,1.0,37
0.4,25,1,9,4,915,100,8,100,1.0,33
0.4,25,3,3,0,916,87,24,100,1.0,70
0.4,25,3,3,1,917,48,22,98,0.98,92
0.4,25,3,3,2,918,61,34,98,0.98,87
0.4,25,3,3,3,919,78,25,100,1.0,60
0.4,25,3,3,4,920,98,25,100,1.0,62
0.4,25,3,6,0,921,100,12,100,1.0,37
0.4,25,3,6,1,922,100,11,100,1.0,36
0.4,25,3,6,2,923,100,12,100,1.0,37
0.4,25,3,6,3,924,100,7,100,1.0,32
0.4,25,3,6,4,925,100,12,100,1.0,37
0.4,25,3,9,0,926,100,9,100,1.0,34
0.4,25,3,9,1,927,100,7,100,1.0,32
0.4,25,3,9,2,928,100,5,100,1.0,30
0.4,25,3,9,3,929,100,8,100,1.0,33
0.4,25,3,9,4,930,100,8,100,1.0,33
0.4,25,5,3,0,931,96,25,99,0.99,54
0.4,25,5,3,1,932,100,20,100,1.0,45
0.4,25,5,3,2,933,94,25,99,0.99,64
0.4,25,5,3,3,934,98,24,100,1.0,60
0.4,25,5,3,4,935,90,25,100,1.0,88
0.4,25,5,6,0,936,100,9,100,1.0,34
0.4,25,5,6,1,937,100,10,100,1.0,35
0.4,25,5,6,2,938,100,10,100,1.0,35
0.4,25,5,6,3,939,99,16,99,0.99,41
0.4,25,5,6,4,940,100,8,100,1.0,33
0.4,25,5,9,0,941,100,7,100,1.0,32
0.4,25,5,9,1,942,100,9,100,1.0,34
0.4,25,5,9,2,943,100,10,100,1.0,35
0.4,25,5,9,3,944,100,7,100,1.0,32
0.4,25,5,9,4,945,100,8,100,1.0,33
0.4,25,8,3,0,946,94,24,100,1.0,60
0.4,25,8,3,1,947,100,25,100,1.0,50
0.4,25,8,3,2,948,85,23,99,0.99,69
0.4,25,8,3,3,949,99,24,100,1.0,54
0.4,25,8,3,4,950,97,25,100,1.0,53
0.4,25,8,6,0,951,100,6,100,1.0,31
0.4,25,8,6,1,952,100,9,100,1.0,34
0.4,25,8,6,2,953,100,7,100,1.0,32
0.4,25,8,6,3,954,100,6,100,1.0,31
0.4,25,8,6,4,955,100,9,100,1.0,34
0.4,25,8,9,0,956,100,7,100,1.0,32
0.4,25,8,9,1,957,100,6,100,1.0,31
0.4,25,8,9,2,958,100,4,100,1.0,29
0.4,25,8,9,3,959,100,6,100,1.0,31
0.4,25,8,9,4,960,100,5,100,1.0,30
0.5,10,1,3,0,961,48,22,81,0.81,45
0.5,10,1,3,1,962,43,18,98,0.98,47
0.5,10,1,3,2,963,12,9,25,0.25,44
0.5,10,1,3,3,964,37,16,96,0.96,55
0.5,10,1,3,4,965,4,1,4,0.04,11
0.5,10,1,6,0,966,95,11,100,1.0,23
0.5,10,1,6,1,967,84,14,100,1.0,29
0.5,10,1,6,2,968,90,12,100,1.0,24
0.5,10,1,6,3,969,91,12,100,1.0,30
0.5,10,1,6,4,970,94,11,100,1.0,26
0.5,10,1,9,0,971,100,9,100,1.0,19
0.5,10,1,9,1,972,100,9,100,1.0,19
0.5,10,1,9,2,973,100,7,100,1.0,17
0.5,10,1,9,3,974,100,9,100,1.0,19
0.5,10,1,9,4,975,100,8,100,1.0,18
0.5,10,3,3,0,976,45,10,76,0.76,52
0.5,10,3,3,1,977,69,10,97,0.97,48
0.5,10,3,3,2,978,41,19,89,0.89,41
0.5,10,3,3,3,979,46,11,99,0.99,48
0.5,10,3,3,4,980,20,4,20,0.2,14
0.5,10,3,6,0,981,99,10,99,0.99,20
0.5,10,3,6,1,982,100,10,100,1.0,20
0.5,10,3,6,2,983,100,10,100,1.0,20
0.5,10,3,6,3,984,94,10,100,1.0,23
0.5,10,3,6,4,985,100,9,100,1.0,19
0.5,10,3,9,0,986,100,9,100,1.0,19
0.5,10,3,9,1,987,100,6,100,1.0,16
0.5,10,3,9,2,988,100,7,100,1.0,17
0.5,10,3,9,3,989,100,6,100,1.0,16
0.5,10,3,9,4,990,96,10,100,1.0,38
0.5,10,5,3,0,991,81,10,96,0.96,25
0.5,10,5,3,1,992,85,10,98,0.98,23
0.5,10,5,3,2,993,75,11,99,0.99,29
0.5,10,5,3,3,994,94,10,98,0.98,24
0.5,10,5,3,4,995,34,10,42,0.42,25
0.5,10,5,6,0,996,100,7,100,1.0,17
0.5,10,5,6,1,997,100,7,100,1.0,17
0.5,10,5,6,2,998,100,9,100,1.0,19
0.5,10,5,6,3,999,100,9,100,1.0,19
0.5,10,5,6,4,1000,100,7,100,1.0,17
0.5,10,5,9,0,1001,100,5,100,1.0,15
0.5,10,5,9,1,1002,100,6,100,1.0,16
0.5,10,5,9,2,1003,100,6,100,1.0,16
0.5,10,5,9,3,1004,100,6,100,1.0,16
0.5,10,5,9,4,1005,100,7,100,1.0,17
0.5,10,8,3,0,1006,76,10,84,0.84,27
0.5,10,8,3,1,1007,74,10,99,0.99,39
0.5,10,8,3,2,1008,86,10,93,0.93,24
0.5,10,8,3,3,1009,88,10,99,0.99,33
0.5,10,8,3,4,1010,73,10,99,0.99,29
0.5,10,8,6,0,1011,100,7,100,1.0,17
0.5,10,8,6,1,1012,100,8,100,1.0,18
0.5,10,8,6,2,1013,100,5,100,1.0,15
0.5,10,8,6,3,1014,100,8,100,1.0,18
0.5,10,8,6,4,1015,100,6,100,1.0,16
0.5,10,8,9,0,1016,100,6,100,1.0,16
0.5,10,8,9,1,1017,100,4,100,1.0,14
0.5,10,8,9,2,1018,100,5,100,1.0,15
0.5,10,8,9,3,1019,100,5,100,1.0,15
0.5,10,8,9,4,1020,100,4,100,1.0,14
0.5,15,1,3,0,1021,51,18,95,0.95,65
0.5,15,1,3,1,1022,4,2,4,0.04,17
0.5,15,1,3,2,1023,46,25,72,0.72,46
0.5,15,1,3,3,1024,50,35,97,0.97,74
0.5,15,1,3,4,1025,84,19,100,1.0,39
0.5,15,1,6,0,1026,99,15,100,1.0,32
0.5,15,1,6,1,1027,100,14,100,1.0,29
0.5,15,1,6,2,1028,97,16,100,1.0,32
0.5,15,1,6,3,1029,100,10,100,1.0,25
0.5,15,1,6,4,1030,100,12,100,1.0,27
0.5,15,1,9,0,1031,100,8,100,1.0,23
0.5,15,1,9,1,1032,100,8,100,1.0,23
0.5,15,1,9,2,1033,100,8,100,1.0,23
0.5,15,1,9,3,1034,100,10,100,1.0,25
0.5,15,1,9,4,1035,100,7,100,1.0,22
0.5,15,3,3,0,1036,51,27,98,0.98,79
0.5,15,3,3,1,1037,61,17,85,0.85,55
0.5,15,3,3,2,1038,87,15,99,0.99,42
0.5,15,3,3,3,1039,94,15,100,1.0,41
0.5,15,3,3,4,1040,92,15,100,1.0,39
0.5,15,3,6,0,1041,100,9,100,1.0,24
0.5,15,3,6,1,1042,100,11,100,1.0,26
0.5,15,3,6,2,1043,100,14,100,1.0,29
0.5,15,3,6,3,1044,100,8,100,1.0,23
0.5,15,3,6,4,1045,100,8,100,1.0,23
0.5,15,3,9,0,1046,100,11,100,1.0,26
0.5,15,3,9,1,1047,100,7,100,1.0,22
0.5,15,3,9,2,1048,100,7,100,1.0,22
0.5,15,3,9,3,1049,100,7,100,1.0,22
0.5,15,3,9,4,1050,100,6,100,1.0,21
0.5,15,5,3,0,1051,65,15,98,0.98,53
0.5,15,5,3,1,1052,74,14,98,0.98,49
0.5,15,5,3,2,1053,92,15,99,0.99,55
0.5,15,5,3,3,1054,92,15,100,1.0,35
0.5,15,5,3,4,1055,56,15,94,0.94,48
0.5,15,5,6,0,1056,100,7,100,1.0,22
0.5,15,5,6,1,1057,99,15,100,1.0,31
0.5,15,5,6,2,1058,100,10,100,1.0,25
0.5,15,5,6,3,1059,100,6,100,1.0,21
0.5,15,5,6,4,1060,100,6,100,1.0,21
0.5,15,5,9,0,1061,100,6,100,1.0,21
0.5,15,5,9,1,1062,100,6,100,1.0,21
0.5,15,5,9,2,1063,100,6,100,1.0,21
0.5,15,5,9,3,1064,100,5,100,1.0,20
0.5,15,5,9,4,1065,100,4,100,1.0,19
0.5,15,8,3,0,1066,92,15,94,0.94,35
0.5,15,8,3,1,1067,92,13,96,0.96,43
0.5,15,8,3,2,1068,92,15,98,0.98,32
0.5,15,8,3,3,1069,93,15,94,0.94,32
0.5,15,8,3,4,1070,79,15,92,0.92,39
0.5,15,8,6,0,1071,100,15,100,1.0,30
0.5,15,8,6,1,1072,100,8,100,1.0,23
0.5,15,8,6,2,1073,100,9,100,1.0,24
0.5,15,8,6,3,1074,100,5,100,1.0,20
0.5,15,8,6,4,1075,100,8,100,1.0,23
0.5,15,8,9,0,1076,100,5,100,1.0,20
0.5,15,8,9,1,1077,100,7,100,1.0,22
0.5,15,8,9,2,1078,100,4,100,1.0,19
0.5,15,8,9,3,1079,100,4,100,1.0,19
0.5,15,8,9,4,1080,100,4,100,1.0,19
0.5,20,1,3,0,1081,82,37,99,0.99,62
0.5,20,1,3,1,1082,63,37,95,0.95,62
0.5,20,1,3,2,1083,66,27,100,1.0,61
0.5,20,1,3,3,1084,57,27,93,0.93,78
0.5,20,1,3,4,1085,54,39,93,0.93,104
0.5,20,1,6,0,1086,100,12,100,1.0,32
0.5,20,1,6,1,1087,100,12,100,1.0,32
0.5,20,1,6,2,1088,100,14,100,1.0,34
0.5,20,1,6,3,1089,100,12,100,1.0,32
0.5,20,1,6,4,1090,94,20,100,1.0,60
0.5,20,1,9,0,1091,100,7,100,1.0,27
0.5,20,1,9,1,1092,100,8,100,1.0,28
0.5,20,1,9,2,1093,100,8,100,1.0,28
0.5,20,1,9,3,1094,100,8,100,1.0,28
0.5,20,1,9,4,1095,100,11,100,1.0,31
0.5,20,3,3,0,1096,60,21,100,1.0,59
0.5,20,3,3,1,1097,92,20,98,0.98,49
0.5,20,3,3,2,1098,93,20,99,0.99,50
0.5,20,3,3,3,1099,55,20,100,1.0,82
0.5,20,3,3,4,1100,54,21,99,0.99,77
0.5,20,3,6,0,1101,100,8,100,1.0,28
0.5,20,3,6,1,1102,100,11,100,1.0,31
0.5,20,3,6,2,1103,100,10,100,1.0,30
0.5,20,3,6,3,1104,100,11,100,1.0,31
0.5,20,3,6,4,1105,100,9,100,1.0,29
0.5,20,3,9,0,1106,100,6,100,1.0,26
0.5,20,3,9,1,1107,100,6,100,1.0,26
0.5,20,3,9,2,1108,100,6,100,1.0,26
0.5,20,3,9,3,1109,100,6,100,1.0,26
0.5,20,3,9,4,1110,100,6,100,1.0,26
0.5,20,5,3,0,1111,89,20,98,0.98,55
0.5,20,5,3,1,1112,96,19,99,0.99,46
0.5,20,5,3,2,1113,98,14,98,0.98,34
0.5,20,5,3,3,1114,98,18,100,1.0,41
0.5,20,5,3,4,1115,97,20,100,1.0,43
0.5,20,5,6,0,1116,100,10,100,1.0,30
0.5,20,5,6,1,1117,100,20,100,1.0,40
0.5,20,5,6,2,1118,100,8,100,1.0,28
0.5,20,5,6,3,1119,100,7,100,1.0,27
0.5,20,5,6,4,1120,100,8,100,1.0,28
0.5,20,5,9,0,1121,100,7,100,1.0,27
0.5,20,5,9,1,1122,100,5,100,1.0,25
0.5,20,5,9,2,1123,100,5,100,1.0,25
0.5,20,5,9,3,1124,100,7,100,1.0,27
0.5,20,5,9,4,1125,100,6,100,1.0,26
0.5,20,8,3,0,1126,99,20,100,1.0,41
0.5,20,8,3,1,1127,83,20,87,0.87,64
0.5,20,8,3,2,1128,98,13,99,0.99,45
0.5,20,8,3,3,1129,98,20,99,0.99,42
0.5,20,8,3,4,1130,93,20,98,0.98,47
0.5,20,8,6,0,1131,100,8,100,1.0,28
0.5,20,8,6,1,1132,100,7,100,1.0,27
0.5,20,8,6,2,1133,100,8,100,1.0,28
0.5,20,8,6,3,1134,100,8,100,1.0,28
0.5,20,8,6,4,1135,100,5,100,1.0,25
0.5,20,8,9,0,1136,100,4,100,1.0,24
0.5,20,8,9,1,1137,100,5,100,1.0,25
0.5,20,8,9,2,1138,100,6,100,1.0,26
0.5,20,8,9,3,1139,100,6,100,1.0,26
0.5,20,8,9,4,1140,100,7,100,1.0,27
0.5,25,1,3,0,1141,66,21,66,0.66,46
0.5,25,1,3,1,1142,93,53,100,1.0,78
0.5,25,1,3,2,1143,47,52,99,0.99,111
0.5,25,1,3,3,1144,8,6,8,0.08,31
0.5,25,1,3,4,1145,27,80,57,0.57,132
0.5,25,1,6,0,1146,100,22,100,1.0,47
0.5,25,1,6,1,1147,100,11,100,1.0,36
0.5,25,1,6,2,1148,100,16,100,1.0,41
0.5,25,1,6,3,1149,100,13,100,1.0,38
0.5,25,1,6,4,1150,100,12,100,1.0,37
0.5,25,1,9,0,1151,100,9,100,1.0,34
0.5,25,1,9,1,1152,100,7,100,1.0,32
0.5,25,1,9,2,1153,100,10,100,1.0,35
0.5,25,1,9,3,1154,100,7,100,1.0,32
0.5,25,1,9,4,1155,100,7,100,1.0,32
0.5,25,3,3,0,1156,94,22,97,0.97,55
0.5,25,3,3,1,1157,100,15,100,1.0,40
0.5,25,3,3,2,1158,53,25,89,0.89,132
0.5,25,3,3,3,1159,100,24,100,1.0,49
0.5,25,3,3,4,1160,94,16,94,0.94,41
0.5,25,3,6,0,1161,98,25,100,1.0,51
0.5,25,3,6,1,1162,100,8,100,1.0,33
0.5,25,3,6,2,1163,100,12,100,1.0,37
0.5,25,3,6,3,1164,100,11,100,1.0,36
0.5,25,3,6,4,1165,100,13,100,1.0,38
0.5,25,3,9,0,1166,100,6,100,1.0,31
0.5,25,3,9,1,1167,100,7,100,1.0,32
0.5,25,3,9,2,1168,100,5,100,1.0,30
0.5,25,3,9,3,1169,100,7,100,1.0,32
0.5,25,3,9,4,1170,100,7,100,1.0,32
0.5,25,5,3,0,1171,88,25,95,0.95,55
0.5,25,5,3,1,1172,96,20,96,0.96,45
0.5,25,5,3,2,1173,94,25,100,1.0,69
0.5,25,5,3,3,1174,96,24,99,0.99,53
0.5,25,5,3,4,1175,98,24,100,1.0,51
0.5,25,5,6,0,1176,99,11,100,1.0,52
0.5,25,5,6,1,1177,100,9,100,1.0,34
0.5,25,5,6,2,1178,100,10,100,1.0,35
0.5,25,5,6,3,1179,100,12,100,1.0,37
0.5,25,5,6,4,1180,100,7,100,1.0,32
0.5,25,5,9,0,1181,100,6,100,1.0,31
0.5,25,5,9,1,1182,100,5,100,1.0,30
0.5,25,5,9,2,1183,100,7,100,1.0,32
0.5,25,5,9,3,1184,100,4,100,1.0,29
0.5,25,5,9,4,1185,100,8,100,1.0,33
0.5,25,8,3,0,1186,94,25,98,0.98,52
0.5,25,8,3,1,1187,99,23,100,1.0,55
0.5,25,8,3,2,1188,98,18,98,0.98,43
0.5,25,8,3,3,1189,80,21,80,0.8,46
0.5,25,8,3,4,1190,100,25,100,1.0,50
0.5,25,8,6,0,1191,100,7,100,1.0,32
0.5,25,8,6,1,1192,100,7,100,1.0,32
0.5,25,8,6,2,1193,100,7,100,1.0,32
0.5,25,8,6,3,1194,100,6,100,1.0,31
0.5,25,8,6,4,1195,100,7,100,1.0,32
0.5,25,8,9,0,1196,100,5,100,1.0,30
0.5,25,8,9,1,1197,100,7,100,1.0,32
0.5,25,8,9,2,1198,100,5,100,1.0,30
0.5,25,8,9,3,1199,100,9,100,1.0,34
0.5,25,8,9,4,1200,100,5,100,1.0,30
